organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Population (monthly) March 2024,Population (monthly) February 2025,Population (monthly) September 2022,Population (monthly) March 2021,Population (monthly) September 2019,Population (monthly) February 2022,Population (monthly) November 2020,Population (monthly) April 2023,Population (monthly) March 2018,Population (monthly) December 2024,Population (monthly) July 2020,Population (monthly) October 2023,Population (monthly) February 2019,Population (monthly) March 2020,Population (monthly) November 2022,Population (monthly) September 2021,Population (monthly) October 2025,Population (monthly) May 2021,Population (monthly) September 2018,Population (monthly) October 2022,Population (monthly) November 2019,Population (monthly) May 2018,Population (monthly) December 2023,Population (monthly) October 2019,Population (monthly) January 2020,Population (monthly) February 2020,Population (monthly) March 2019,Population (monthly) July 2021,Population (monthly) August 2025,Population (monthly) July 2018,Population (monthly) November 2023,Population (monthly) August 2022,Population (monthly) April 2020,Population (monthly) April 2025,Population (monthly) May 2024,Population (monthly) October 2020,Population (monthly) December 2021,Population (monthly) December 2018,Population (monthly) February 2021,Population (monthly) March 2025,Population (monthly) June 2023,Population (monthly) August 2021,Population (monthly) January 2023,Population (monthly) February 2018,Population (monthly) August 2018,Population (monthly) March 2022,Population (monthly) May 2020,Population (monthly) August 2020,Population (monthly) October 2021,Population (monthly) October 2018,Population (monthly) June 2024,Population (monthly) February 2024,Population (monthly) June 2021,Population (monthly) August 2019,Population (monthly) April 2022,Population (monthly) June 2020,Population (monthly) July 2024,Population (monthly) September 2020,Population (monthly) April 2019,Population (monthly) May 2023,Population (monthly) October 2024,Population (monthly) September 2025,Population (monthly) December 2025,Population (monthly) June 2022,Population (monthly) April 2021,Population (monthly) May 2025,Population (monthly) November 2018,Population (monthly) April 2018,Population (monthly) December 2022,Population (monthly) January 2022,Population (monthly) June 2019,Population (monthly) September 2024,Population (monthly) May 2022,Population (monthly) July 2023,Population (monthly) January 2019,Population (monthly) December 2019,Population (monthly) November 2025,Population (monthly) January 2024,Population (monthly) May 2019,Population (monthly) July 2025,Population (monthly) August 2024,Population (monthly) January 2021,Population (monthly) March 2023,Population (monthly) June 2018,Population (monthly) July 2022,Population (monthly) January 2018,Population (monthly) November 2024,Population (monthly) September 2023,Population (monthly) July 2019,Population (monthly) April 2024,Population (monthly) November 2021,Population (monthly) December 2020,Population (monthly) February 2023,Population (monthly) June 2025,Population (monthly) August 2023,Population (monthly) January 2025
cRyJg8XWXOc,30511 Shivapuri Rural Municipality,30511,à¤¶à¤¿à¤µà¤ªà¥�à¤°à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,16131,16131,17119,16997,21138,17119,21179,16499,21084,16131,21179,16499,21138,21179,17119,16997,16131,16997,21084,17119,21138,21084,16499,21138,21179,21179,21138,16997,16131,21084,16499,17119,21179,16131,16131,21179,16997,21084,16997,16131,16499,16997,16499,21084,21084,17119,21179,21179,16997,21084,16131,16131,16997,21138,17119,21179,16131,21179,21138,16499,16131,16131,16131,17119,16997,16131,21084,21084,17119,17119,21138,16131,17119,16499,21138,21138,16131,16131,21138,16131,16131,16997,16499,21084,17119,21084,16131,16499,21138,16131,16997,21179,16499,16131,16499,16131
ReAGX6NhTe1,30512 Kakani Rural Municipality,30512,à¤•à¤•à¤¨à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,23776,23776,24558,24356,27737,24558,27842,23806,27634,23776,27842,23806,27737,27842,24558,24356,23776,24356,27634,24558,27737,27634,23806,27737,27842,27842,27737,24356,23776,27634,23806,24558,27842,23776,23776,27842,24356,27634,24356,23776,23806,24356,23806,27634,27634,24558,27842,27842,24356,27634,23776,23776,24356,27737,24558,27842,23776,27842,27737,23806,23776,23776,23776,24558,24356,23776,27634,27634,24558,24558,27737,23776,24558,23806,27737,27737,23776,23776,27737,23776,23776,24356,23806,27634,24558,27634,23776,23806,27737,23776,24356,27842,23806,23776,23806,23776
PwcSyA8Bw91,30601 Shankharapur Municipality,30601,à¤¶à¤‚à¤™à¥�à¤–à¤°à¤¾à¤ªà¥�à¤° à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,30271,30271,31016,30497,34026,31016,34896,30481,33179,30271,34896,30481,34026,34896,31016,30497,30271,30497,33179,31016,34026,33179,30481,34026,34896,34896,34026,30497,30271,33179,30481,31016,34896,30271,30271,34896,30497,33179,30497,30271,30481,30497,30481,33179,33179,31016,34896,34896,30497,33179,30271,30271,30497,34026,31016,34896,30271,34896,34026,30481,30271,30271,30271,31016,30497,30271,33179,33179,31016,31016,34026,30271,31016,30481,34026,34026,30271,30271,34026,30271,30271,30497,30481,33179,31016,33179,30271,30481,34026,30271,30497,34896,30481,30271,30481,30271
XeUjDTr86BB,30602 Kageshwori Manahara Municipality,30602,à¤•à¤¾à¤—à¥‡à¤¶à¥�à¤µà¤°à¥€ à¤®à¤¨à¤¹à¤°à¤¾ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,161275,161275,136213,133730,78165,136213,80204,140005,76167,161275,80204,140005,78165,80204,136213,133730,161275,133730,76167,136213,78165,76167,140005,78165,80204,80204,78165,133730,161275,76167,140005,136213,80204,161275,161275,80204,133730,76167,133730,161275,140005,133730,140005,76167,76167,136213,80204,80204,133730,76167,161275,161275,133730,78165,136213,80204,161275,80204,78165,140005,161275,161275,161275,136213,133730,161275,76167,76167,136213,136213,78165,161275,136213,140005,78165,78165,161275,161275,78165,161275,161275,133730,140005,76167,136213,76167,161275,140005,78165,161275,133730,80204,140005,161275,140005,161275
A2ieAsKcSIe,30603 Gokarneshwor Municipality,30603,à¤—à¥‹à¤•à¤°à¥�à¤£à¥‡à¤¶à¥�à¤µà¤° à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,162625,162625,154674,151682,140384,154674,143910,160053,136927,162625,143910,160053,140384,143910,154674,151682,162625,151682,136927,154674,140384,136927,160053,140384,143910,143910,140384,151682,162625,136927,160053,154674,143910,162625,162625,143910,151682,136927,151682,162625,160053,151682,160053,136927,136927,154674,143910,143910,151682,136927,162625,162625,151682,140384,154674,143910,162625,143910,140384,160053,162625,162625,162625,154674,151682,162625,136927,136927,154674,154674,140384,162625,154674,160053,140384,140384,162625,162625,140384,162625,162625,151682,160053,136927,154674,136927,162625,160053,140384,162625,151682,143910,160053,162625,160053,162625
Bttts23FIp4,30604 Budhanilkhantha Municipality,30604,à¤¬à¥�à¤¢à¤¾à¤¨à¤¿à¤²à¤•à¤£à¥�à¤  à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,202885,202885,183748,180386,143119,183748,146828,188802,139486,202885,146828,188802,143119,146828,183748,180386,202885,180386,139486,183748,143119,139486,188802,143119,146828,146828,143119,180386,202885,139486,188802,183748,146828,202885,202885,146828,180386,139486,180386,202885,188802,180386,188802,139486,139486,183748,146828,146828,180386,139486,202885,202885,180386,143119,183748,146828,202885,146828,143119,188802,202885,202885,202885,183748,180386,202885,139486,139486,183748,183748,143119,202885,183748,188802,143119,143119,202885,202885,143119,202885,202885,180386,188802,139486,183748,139486,202885,188802,143119,202885,180386,146828,188802,202885,188802,202885
WlsoyP8RB5A,30605 Tokha Municipality,30605,à¤Ÿà¥‹à¤–à¤¾ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,144367,144367,138850,136173,127629,138850,130917,144294,124406,144367,130917,144294,127629,130917,138850,136173,144367,136173,124406,138850,127629,124406,144294,127629,130917,130917,127629,136173,144367,124406,144294,138850,130917,144367,144367,130917,136173,124406,136173,144367,144294,136173,144294,124406,124406,138850,130917,130917,136173,124406,144367,144367,136173,127629,138850,130917,144367,130917,127629,144294,144367,144367,144367,138850,136173,144367,124406,124406,138850,138850,127629,144367,138850,144294,127629,127629,144367,144367,127629,144367,144367,136173,144294,124406,138850,124406,144367,144294,127629,144367,136173,130917,144294,144367,144294,144367
MeDEuAp5vBM,30606 Tarakeshwor Municipality,30606,à¤¤à¤¾à¤°à¤•à¥‡à¤¶à¥�à¤µà¤° à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,179325,179325,155598,152745,104609,155598,107325,164826,101959,179325,107325,164826,104609,107325,155598,152745,179325,152745,101959,155598,104609,101959,164826,104609,107325,107325,104609,152745,179325,101959,164826,155598,107325,179325,179325,107325,152745,101959,152745,179325,164826,152745,164826,101959,101959,155598,107325,107325,152745,101959,179325,179325,152745,104609,155598,107325,179325,107325,104609,164826,179325,179325,179325,155598,152745,179325,101959,101959,155598,155598,104609,179325,155598,164826,104609,104609,179325,179325,104609,179325,179325,152745,164826,101959,155598,101959,179325,164826,104609,179325,152745,107325,164826,179325,164826,179325
lO9MStItdyH,30607 Nagarjun Municipality,30607,à¤¨à¤¾à¤—à¤¾à¤°à¥�à¤œà¥�à¤¨ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,133415,133415,119617,117730,87583,119617,89969,123282,85249,133415,89969,123282,87583,89969,119617,117730,133415,117730,85249,119617,87583,85249,123282,87583,89969,89969,87583,117730,133415,85249,123282,119617,89969,133415,133415,89969,117730,85249,117730,133415,123282,117730,123282,85249,85249,119617,89969,89969,117730,85249,133415,133415,117730,87583,119617,89969,133415,89969,87583,123282,133415,133415,133415,119617,117730,133415,85249,85249,119617,119617,87583,133415,119617,123282,87583,87583,133415,133415,87583,133415,133415,117730,123282,85249,119617,85249,133415,123282,87583,133415,117730,89969,123282,133415,123282,133415
KHY8lkQw5QC,30608 Kathmandu Metropolitan City,30608,à¤•à¤¾à¤ à¤®à¤¾à¤£à¥�à¤¡à¥Œ à¤®à¤¹à¤¾à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,824079,824079,881131,868505,1268643,881131,1303579,912543,1234525,824079,1303579,912543,1268643,1303579,881131,868505,824079,868505,1234525,881131,1268643,1234525,912543,1268643,1303579,1303579,1268643,868505,824079,1234525,912543,881131,1303579,824079,824079,1303579,868505,1234525,868505,824079,912543,868505,912543,1234525,1234525,881131,1303579,1303579,868505,1234525,824079,824079,868505,1268643,881131,1303579,824079,1303579,1268643,912543,824079,824079,824079,881131,868505,824079,1234525,1234525,881131,881131,1268643,824079,881131,912543,1268643,1268643,824079,824079,1268643,824079,824079,868505,912543,1234525,881131,1234525,824079,912543,1268643,824079,868505,1303579,912543,824079,912543,824079
Sh9Sx2iLNjY,30609 Kirtipur Municipality,30609,à¤•à¤¿à¤°à¥�à¤¤à¤¿à¤ªà¥�à¤° à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,85989,85989,85158,83811,83995,85158,86521,88528,81537,85989,86521,88528,83995,86521,85158,83811,85989,83811,81537,85158,83995,81537,88528,83995,86521,86521,83995,83811,85989,81537,88528,85158,86521,85989,85989,86521,83811,81537,83811,85989,88528,83811,88528,81537,81537,85158,86521,86521,83811,81537,85989,85989,83811,83995,85158,86521,85989,86521,83995,88528,85989,85989,85989,85158,83811,85989,81537,81537,85158,85158,83995,85989,85158,88528,83995,83995,85989,85989,83995,85989,85989,83811,88528,81537,85158,81537,85989,88528,83995,85989,83811,86521,88528,85989,88528,85989
oeCd9kH0yob,30610 Chandragiri Municipality,30610,à¤šà¤¨à¥�à¤¦à¥�à¤°à¤¾à¤—à¤¿à¤°à¥€ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,155309,155309,141295,139040,112315,141295,115342,145797,109369,155309,115342,145797,112315,115342,141295,139040,155309,139040,109369,141295,112315,109369,145797,112315,115342,115342,112315,139040,155309,109369,145797,141295,115342,155309,155309,115342,139040,109369,139040,155309,145797,139040,145797,109369,109369,141295,115342,115342,139040,109369,155309,155309,139040,112315,141295,115342,155309,115342,112315,145797,155309,155309,155309,141295,139040,155309,109369,109369,141295,141295,112315,155309,141295,145797,112315,112315,155309,155309,112315,155309,155309,139040,145797,109369,141295,109369,155309,145797,112315,155309,139040,115342,145797,155309,145797,155309
xX7eCpkd7AI,30611 Dakshinkali Municipality,30611,à¤¦à¤•à¥�à¤·à¤¿à¤£à¤•à¤¾à¤²à¥€ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,26735,26735,29381,29382,33662,29381,34535,27479,32818,26735,34535,27479,33662,34535,29381,29382,26735,29382,32818,29381,33662,32818,27479,33662,34535,34535,33662,29382,26735,32818,27479,29381,34535,26735,26735,34535,29382,32818,29382,26735,27479,29382,27479,32818,32818,29381,34535,34535,29382,32818,26735,26735,29382,33662,29381,34535,26735,34535,33662,27479,26735,26735,26735,29381,29382,26735,32818,32818,29381,29381,33662,26735,29381,27479,33662,33662,26735,26735,33662,26735,26735,29382,27479,32818,29381,32818,26735,27479,33662,26735,29382,34535,27479,26735,27479,26735
PaZ8MJUYoBS,30701 Changunarayan Municipality,30701,à¤šà¤¾à¤�à¤—à¥�à¤¨à¤¾à¤°à¤¾à¤¯à¤£ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,99626,99626,92294,91318,70155,92294,71639,96520,68691,99626,71639,96520,70155,71639,92294,91318,99626,91318,68691,92294,70155,68691,96520,70155,71639,71639,70155,91318,99626,68691,96520,92294,71639,99626,99626,71639,91318,68691,91318,99626,96520,91318,96520,68691,68691,92294,71639,71639,91318,68691,99626,99626,91318,70155,92294,71639,99626,71639,70155,96520,99626,99626,99626,92294,91318,99626,68691,68691,92294,92294,70155,99626,92294,96520,70155,70155,99626,99626,70155,99626,99626,91318,96520,68691,92294,68691,99626,96520,70155,99626,91318,71639,96520,99626,96520,99626
EJ6VZgN3gyN,30702 Bhaktapur Municipality,30702,à¤­à¤•à¥�à¤¤à¤ªà¥�à¤° à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,77620,77620,80634,79431,100445,80634,102532,82256,98405,77620,102532,82256,100445,102532,80634,79431,77620,79431,98405,80634,100445,98405,82256,100445,102532,102532,100445,79431,77620,98405,82256,80634,102532,77620,77620,102532,79431,98405,79431,77620,82256,79431,82256,98405,98405,80634,102532,102532,79431,98405,77620,77620,79431,100445,80634,102532,77620,102532,100445,82256,77620,77620,77620,80634,79431,77620,98405,98405,80634,80634,100445,77620,80634,82256,100445,100445,77620,77620,100445,77620,77620,79431,82256,98405,80634,98405,77620,82256,100445,77620,79431,102532,82256,77620,82256,77620
yPHX34J5S5u,30703 Madhyapur Thimi Municipality,30703,à¤®à¤§à¥�à¤¯à¤ªà¥�à¤° à¤¥à¤¿à¤®à¥€ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,131721,131721,122958,121024,100955,122958,103128,132392,98820,131721,103128,132392,100955,103128,122958,121024,131721,121024,98820,122958,100955,98820,132392,100955,103128,103128,100955,121024,131721,98820,132392,122958,103128,131721,131721,103128,121024,98820,121024,131721,132392,121024,132392,98820,98820,122958,103128,103128,121024,98820,131721,131721,121024,100955,122958,103128,131721,103128,100955,132392,131721,131721,131721,122958,121024,131721,98820,98820,122958,122958,100955,131721,122958,132392,100955,100955,131721,131721,100955,131721,131721,121024,132392,98820,122958,98820,131721,132392,100955,131721,121024,103128,132392,131721,132392,131721
B9uYCJ6J5df,30704 Suryabinayak Municipality,30704,à¤¸à¥‚à¤°à¥�à¤¯à¤µà¤¿à¤¨à¤¾à¤¯à¤• à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,163859,163859,141815,139782,94942,141815,96916,154408,92993,163859,96916,154408,94942,96916,141815,139782,163859,139782,92993,141815,94942,92993,154408,94942,96916,96916,94942,139782,163859,92993,154408,141815,96916,163859,163859,96916,139782,92993,139782,163859,154408,139782,154408,92993,92993,141815,96916,96916,139782,92993,163859,163859,139782,94942,141815,96916,163859,96916,94942,154408,163859,163859,163859,141815,139782,163859,92993,92993,141815,141815,94942,163859,141815,154408,94942,94942,163859,163859,94942,163859,163859,139782,154408,92993,141815,92993,163859,154408,94942,163859,139782,96916,154408,163859,154408,163859
Yf4pkqyyHwh,30801 Mahalaxmi Municipality,30801,à¤®à¤¹à¤¾à¤²à¤•à¥�à¤·à¥�à¤®à¥€ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,148394,148394,120877,119011,76010,120877,77669,135787,74376,148394,77669,135787,76010,77669,120877,119011,148394,119011,74376,120877,76010,74376,135787,76010,77669,77669,76010,119011,148394,74376,135787,120877,77669,148394,148394,77669,119011,74376,119011,148394,135787,119011,135787,74376,74376,120877,77669,77669,119011,74376,148394,148394,119011,76010,120877,77669,148394,77669,76010,135787,148394,148394,148394,120877,119011,148394,74376,74376,120877,120877,76010,148394,120877,135787,76010,76010,148394,148394,76010,148394,148394,119011,135787,74376,120877,74376,148394,135787,76010,148394,119011,77669,135787,148394,135787,148394
UYA23UmgomU,30802 Lalitpur Metropolitan City,30802,à¤²à¤²à¤¿à¤¤à¤ªà¥�à¤° à¤®à¤¹à¤¾à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,293787,293787,305363,300757,353213,305363,361224,314220,345362,293787,361224,314220,353213,361224,305363,300757,293787,300757,345362,305363,353213,345362,314220,353213,361224,361224,353213,300757,293787,345362,314220,305363,361224,293787,293787,361224,300757,345362,300757,293787,314220,300757,314220,345362,345362,305363,361224,361224,300757,345362,293787,293787,300757,353213,305363,361224,293787,361224,353213,314220,293787,293787,293787,305363,300757,293787,345362,345362,305363,305363,353213,293787,305363,314220,353213,353213,293787,293787,353213,293787,293787,300757,314220,345362,305363,345362,293787,314220,353213,293787,300757,361224,314220,293787,314220,293787
ORfqiWQXI4y,30803 Godawari Municipality,30803,à¤—à¥‹à¤¦à¤¾à¤µà¤°à¥€ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,103003,103003,103325,101843,98109,103325,100184,102623,96064,103003,100184,102623,98109,100184,103325,101843,103003,101843,96064,103325,98109,96064,102623,98109,100184,100184,98109,101843,103003,96064,102623,103325,100184,103003,103003,100184,101843,96064,101843,103003,102623,101843,102623,96064,96064,103325,100184,100184,101843,96064,103003,103003,101843,98109,103325,100184,103003,100184,98109,102623,103003,103003,103003,103325,101843,103003,96064,96064,103325,103325,98109,103003,103325,102623,98109,98109,103003,103003,98109,103003,103003,101843,102623,96064,103325,96064,103003,102623,98109,103003,101843,100184,102623,103003,102623,103003
BSHZS7OTAL5,30804 Konjyosom Rural Municipality,30804,à¤•à¥‹à¤¨à¥�à¤œà¥�à¤¯à¥‹à¤¸à¥‹à¤® à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,8703,8703,9220,9067,12154,9220,12371,8784,11936,8703,12371,8784,12154,12371,9220,9067,8703,9067,11936,9220,12154,11936,8784,12154,12371,12371,12154,9067,8703,11936,8784,9220,12371,8703,8703,12371,9067,11936,9067,8703,8784,9067,8784,11936,11936,9220,12371,12371,9067,11936,8703,8703,9067,12154,9220,12371,8703,12371,12154,8784,8703,8703,8703,9220,9067,8703,11936,11936,9220,9220,12154,8703,9220,8784,12154,12154,8703,8703,12154,8703,8703,9067,8784,11936,9220,11936,8703,8784,12154,8703,9067,12371,8784,8703,8784,8703
M8lAYwHcRvR,30805 Mahankal Rural Municipality,30805,à¤®à¤¹à¤¾à¤™à¥�à¤•à¤¾à¤² à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,7696,7696,8006,7880,11909,8006,12134,7977,11687,7696,12134,7977,11909,12134,8006,7880,7696,7880,11687,8006,11909,11687,7977,11909,12134,12134,11909,7880,7696,11687,7977,8006,12134,7696,7696,12134,7880,11687,7880,7696,7977,7880,7977,11687,11687,8006,12134,12134,7880,11687,7696,7696,7880,11909,8006,12134,7696,12134,11909,7977,7696,7696,7696,8006,7880,7696,11687,11687,8006,8006,11909,7696,8006,7977,11909,11909,7696,7696,11909,7696,7696,7880,7977,11687,8006,11687,7696,7977,11909,7696,7880,12134,7977,7696,7977,7696
tQ73nJ7ioAy,30806 Bagmati Rural Municipality,30806,à¤¬à¤¾à¤—à¥�à¤®à¤¤à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,10795,10795,11440,11230,16510,11440,16817,11207,16207,10795,16817,11207,16510,16817,11440,11230,10795,11230,16207,11440,16510,16207,11207,16510,16817,16817,16510,11230,10795,16207,11207,11440,16817,10795,10795,16817,11230,16207,11230,10795,11207,11230,11207,16207,16207,11440,16817,16817,11230,16207,10795,10795,11230,16510,11440,16817,10795,16817,16510,11207,10795,10795,10795,11440,11230,10795,16207,16207,11440,11440,16510,10795,11440,11207,16510,16510,10795,10795,16510,10795,10795,11230,11207,16207,11440,16207,10795,11207,16510,10795,11230,16817,11207,10795,11207,10795
F5aE3rj2vJW,30901 Chauri Deurali Rural Municipality,30901,à¤šà¥Œà¤°à¥€à¤¦à¥‡à¤‰à¤°à¤¾à¤²à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,12445,12445,14307,14133,21324,14307,21391,13305,21252,12445,21391,13305,21324,21391,14307,14133,12445,14133,21252,14307,21324,21252,13305,21324,21391,21391,21324,14133,12445,21252,13305,14307,21391,12445,12445,21391,14133,21252,14133,12445,13305,14133,13305,21252,21252,14307,21391,21391,14133,21252,12445,12445,14133,21324,14307,21391,12445,21391,21324,13305,12445,12445,12445,14307,14133,12445,21252,21252,14307,14307,21324,12445,14307,13305,21324,21324,12445,12445,21324,12445,12445,14133,13305,21252,14307,21252,12445,13305,21324,12445,14133,21391,13305,12445,13305,12445
fZ3LDhJyCuw,30902 Bhumlu Rural Municipality,30902,à¤­à¥�à¤®à¥�à¤²à¥� à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,14707,14707,16102,15890,19578,16102,19659,14771,19493,14707,19659,14771,19578,19659,16102,15890,14707,15890,19493,16102,19578,19493,14771,19578,19659,19659,19578,15890,14707,19493,14771,16102,19659,14707,14707,19659,15890,19493,15890,14707,14771,15890,14771,19493,19493,16102,19659,19659,15890,19493,14707,14707,15890,19578,16102,19659,14707,19659,19578,14771,14707,14707,14707,16102,15890,14707,19493,19493,16102,16102,19578,14707,16102,14771,19578,19578,14707,14707,19578,14707,14707,15890,14771,19493,16102,19493,14707,14771,19578,14707,15890,19659,14771,14707,14771,14707
ocZon5HzPOG,30903 Mandan Deupur Municipality,30903,à¤®à¤£à¥�à¤¡à¤¨ à¤¦à¥‡à¤‰à¤ªà¥�à¤° à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,29460,29460,31786,31332,34240,31786,34413,30715,34067,29460,34413,30715,34240,34413,31786,31332,29460,31332,34067,31786,34240,34067,30715,34240,34413,34413,34240,31332,29460,34067,30715,31786,34413,29460,29460,34413,31332,34067,31332,29460,30715,31332,30715,34067,34067,31786,34413,34413,31332,34067,29460,29460,31332,34240,31786,34413,29460,34413,34240,30715,29460,29460,29460,31786,31332,29460,34067,34067,31786,31786,34240,29460,31786,30715,34240,34240,29460,29460,34240,29460,29460,31332,30715,34067,31786,34067,29460,30715,34240,29460,31332,34413,30715,29460,30715,29460
gPpYofbTapc,30904 Banepa Municipality,30904,à¤¬à¤¨à¥‡à¤ªà¤¾ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,70901,70901,68960,67811,61035,68960,61436,70080,60622,70901,61436,70080,61035,61436,68960,67811,70901,67811,60622,68960,61035,60622,70080,61035,61436,61436,61035,67811,70901,60622,70080,68960,61436,70901,70901,61436,67811,60622,67811,70901,70080,67811,70080,60622,60622,68960,61436,61436,67811,60622,70901,70901,67811,61035,68960,61436,70901,61436,61035,70080,70901,70901,70901,68960,67811,70901,60622,60622,68960,68960,61035,70901,68960,70080,61035,61035,70901,70901,61035,70901,70901,67811,70080,60622,68960,60622,70901,70080,61035,70901,67811,61436,70080,70901,70080,70901
V6hHd2VqP3S,30905 Dhulikhel Municipality,30905,à¤§à¥�à¤²à¤¿à¤–à¥‡à¤² à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,33853,33853,36896,36291,36516,36896,36734,34792,36296,33853,36734,34792,36516,36734,36896,36291,33853,36291,36296,36896,36516,36296,34792,36516,36734,36734,36516,36291,33853,36296,34792,36896,36734,33853,33853,36734,36291,36296,36291,33853,34792,36291,34792,36296,36296,36896,36734,36734,36291,36296,33853,33853,36291,36516,36896,36734,33853,36734,36516,34792,33853,33853,33853,36896,36291,33853,36296,36296,36896,36896,36516,33853,36896,34792,36516,36516,33853,33853,36516,33853,33853,36291,34792,36296,36896,36296,33853,34792,36516,33853,36291,36734,34792,33853,34792,33853
eavdB3HKbSd,30906 Panchkhal Municipality,30906,à¤ªà¤¾à¤�à¤šà¤–à¤¾à¤² à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,34485,34485,39205,39259,42257,39205,42565,36158,41948,34485,42565,36158,42257,42565,39205,39259,34485,39259,41948,39205,42257,41948,36158,42257,42565,42565,42257,39259,34485,41948,36158,39205,42565,34485,34485,42565,39259,41948,39259,34485,36158,39259,36158,41948,41948,39205,42565,42565,39259,41948,34485,34485,39259,42257,39205,42565,34485,42565,42257,36158,34485,34485,34485,39205,39259,34485,41948,41948,39205,39205,42257,34485,39205,36158,42257,42257,34485,34485,42257,34485,34485,39259,36158,41948,39205,41948,34485,36158,42257,34485,39259,42565,36158,34485,36158,34485
